,TOC,TIPLOC,User/Pass,count
8275,WR,DVNTYNJ,Passing Point,30
8276,WR,DWBY,Passing Point,2
8277,WR,EALINGB,Passing Point,4
8278,WR,ECCLES,Passing Point,8
8279,WR,ECROYDN,Passing Point,3
8280,WR,EDENVGL,Passing Point,2
8281,WR,EGRFRTH,Passing Point,1
8282,WR,ERLY,Passing Point,4
8283,WR,ESJLEDS,Passing Point,2
8284,WR,ESTSOMJ,Passing Point,2
8285,WR,EUXT,Passing Point,3
8286,WR,EUXTONJ,Passing Point,39
8287,WR,EXETRSD,Passing Point,2
8288,WR,EXHIBTC,User,4
8289,WR,FELTHAM,Passing Point,19
8290,WR,FELTHMJ,Passing Point,19
8291,WR,FILTNEW,Passing Point,2
8292,WR,FNSTNEJ,Passing Point,2
8293,WR,FNSTNWJ,Passing Point,2
8294,WR,FOXHALJ,Passing Point,6
8295,WR,FRNGTNC,Passing Point,39
8296,WR,FRTWJN,Passing Point,80
8297,WR,FRWDJN,Passing Point,2
8298,WR,FYHLSJN,Passing Point,7
8299,WR,GALTONJ,Passing Point,2
8300,WR,GARSDLE,Passing Point,6
8301,WR,GFLD,Passing Point,2
8302,WR,GLDL,Passing Point,2
8303,WR,GLGCLL,Passing Point,4
8304,WR,GLOSTYJ,Passing Point,2
8305,WR,GNHLLJN,Passing Point,4
8306,WR,GOLBRNJ,Passing Point,36
8307,WR,GOMSHAL,Passing Point,3
8308,WR,GORASTR,Passing Point,6
8309,WR,GOSPLOK,Passing Point,6
8310,WR,GRAYS,Passing Point,6
8311,WR,GRETNAJ,Passing Point,2
8312,WR,GRGRAVE,Passing Point,6
8313,WR,GRIGG,Passing Point,7
8314,WR,GRNGMTJ,Passing Point,4
8315,WR,GRNQNNJ,Passing Point,4
8316,WR,GRTLNDJ,Passing Point,3
8317,WR,GRVRBGJ,Passing Point,35
8318,WR,GSHRSJN,Passing Point,4
8319,WR,GSTANG,Passing Point,55
8320,WR,GTHS,Passing Point,2
8321,WR,GTSHDMC,Passing Point,5
8322,WR,GUILDFD,Passing Point,3
8323,WR,GUILDFD,User,4
8324,WR,HALRYDJ,Passing Point,3
8325,WR,HANSLPJ,Passing Point,32
8326,WR,HANWELL,Passing Point,10
8327,WR,HARTFDJ,Passing Point,14
8328,WR,HAYMRKT,Passing Point,4
8329,WR,HAYMRWJ,Passing Point,4
8330,WR,HBDNBDG,Passing Point,3
8331,WR,HDRSFLD,Passing Point,2
8332,WR,HELIFLD,Passing Point,20
8333,WR,HELWTHB,Passing Point,4
8334,WR,HEMERDN,Passing Point,4
8335,WR,HERNEH,Passing Point,3
8336,WR,HETNLEJ,Passing Point,2
8337,WR,HETNLJN,Passing Point,3
8338,WR,HEXHAM,Passing Point,5
8339,WR,HLTWHST,Passing Point,5
8340,WR,HMPSTDH,Passing Point,2
8341,WR,HMTNJ,Passing Point,32
8342,WR,HOLBJCN,Passing Point,2
8343,WR,HORBRYJ,Passing Point,3
8344,WR,HORFDJN,Passing Point,2
8345,WR,HOUNSLW,Passing Point,14
8346,WR,HOWEACS,Passing Point,6
8347,WR,HRGYPJN,Passing Point,8
8348,WR,HROW,Passing Point,32
8349,WR,HTNOJN,Passing Point,4
8350,WR,HTNRIBL,Passing Point,2
8351,WR,HTONSJN,Passing Point,2
8352,WR,HTRWAJN,Passing Point,10
8353,WR,HWRDJN,Passing Point,4
8354,WR,HYDB,Passing Point,5
8355,WR,HYNDLEJ,Passing Point,4
8356,WR,IVYBDGE,Passing Point,4
8357,WR,JRDJ,Passing Point,8
8358,WR,KEBGSJN,Passing Point,6
8359,WR,KEIGHLY,Passing Point,2
8360,WR,KEIGHLY,User,4
8361,WR,KENOLYM,Passing Point,32
8362,WR,KENSLGJ,Passing Point,6
8363,WR,KEWEJ,Passing Point,12
8364,WR,KIDSGRV,Passing Point,4
8365,WR,KNGSBYJ,Passing Point,2
8366,WR,KNORTON,Passing Point,2
8367,WR,KRKP862,Passing Point,2
8368,WR,KSTP,Passing Point,6
8369,WR,LAINDON,Passing Point,2
8370,WR,LANCSTR,Passing Point,33
8371,WR,LAVNGTN,Passing Point,4
8372,WR,LAZKRKO,Passing Point,6
8373,WR,LBRDFJN,Passing Point,16
8374,WR,LCHTNJ,Passing Point,28
8375,WR,LCKRBIE,Passing Point,2
8376,WR,LEDBRNJ,Passing Point,32
8377,WR,LEEDS,Passing Point,2
8378,WR,LEEDS,User,4
8379,WR,LEEDSWJ,Passing Point,10
8380,WR,LEYTNMR,Passing Point,8
8381,WR,LGLNJN,Passing Point,4
8382,WR,LGML,Passing Point,2
8383,WR,LHONSEA,Passing Point,8
8384,WR,LIFODEJ,Passing Point,2
8385,WR,LIPSONJ,Passing Point,4
8386,WR,LITLBRO,Passing Point,3
8387,WR,LNDRSTJ,Passing Point,2
8388,WR,LNGBKBY,Passing Point,30
8389,WR,LNGHDGJ,Passing Point,36
8390,WR,LNGLNDJ,Passing Point,8
8391,WR,LNLTHGW,Passing Point,4
8392,WR,LONB,Passing Point,2
8393,WR,LOWHXSB,Passing Point,6
8394,WR,LOWRWSB,Passing Point,5
8395,WR,LSTHJN,Passing Point,16
8396,WR,LTCHMRJ,Passing Point,29
8397,WR,MACLSFD,Passing Point,4
8398,WR,MADELEY,Passing Point,28
8399,WR,MALRSTG,Passing Point,4
8400,WR,MCKLFLD,Passing Point,2
8401,WR,MDCLDRJ,Passing Point,2
8402,WR,MDNHEAD,Passing Point,6
8403,WR,METHLYJ,Passing Point,2
8404,WR,MILESPL,Passing Point,9
8405,WR,MILFDY,Passing Point,9
8406,WR,MILTJN,Passing Point,2
8407,WR,MIRFEJN,Passing Point,5
8408,WR,MIRFILD,Passing Point,1
8409,WR,MKNSCEN,Passing Point,32
8410,WR,MLNRYDJ,Passing Point,3
8411,WR,MNCRDST,Passing Point,11
8412,WR,MNCRVIC,Passing Point,3
8413,WR,MNKTNHJ,Passing Point,2
8414,WR,MORCMSJ,Passing Point,55
8415,WR,MOSSLEY,Passing Point,1
8416,WR,MRLY,Passing Point,2
8417,WR,MRPTHRP,Passing Point,2
8418,WR,MRSN,Passing Point,2
8419,WR,MRTNCUT,Passing Point,2
8420,WR,MTRBDGJ,Passing Point,32
8421,WR,NABT,Passing Point,4
8422,WR,NABTWJ,Passing Point,4
8423,WR,NCRAGHA,Passing Point,4
8424,WR,NEVLWJN,Passing Point,2
8425,WR,NEWBRYR,User,2
8426,WR,NEWBURY,User,4
8427,WR,NIDRIWJ,Passing Point,2
8428,WR,NLRTN,Passing Point,8
8429,WR,NMPTMLJ,Passing Point,14
8430,WR,NMPTN,Passing Point,30
8431,WR,NNTN,Passing Point,28
8432,WR,NORMNTN,User,4
8433,WR,NORWDJ,Passing Point,3
8434,WR,NPOLEJ,Passing Point,26
8435,WR,NRWDJN,Passing Point,5
8436,WR,NSJDRBY,Passing Point,2
8437,WR,NSMRSTJ,Passing Point,12
8438,WR,NTHCAMP,Passing Point,4
8439,WR,NTNB,Passing Point,14
8440,WR,NTNFTZN,Passing Point,4
8441,WR,NWBG,Passing Point,4
8442,WR,NWBICUL,Passing Point,6
8443,WR,NWBIKTH,Passing Point,6
8444,WR,NWCSTLE,User,2
8445,WR,ORDSLLJ,Passing Point,8
8446,WR,ORMMSID,Passing Point,4
8447,WR,OXENHLM,Passing Point,4
8448,WR,OXWLCO,Passing Point,2
8449,WR,PARSNST,Passing Point,2
8450,WR,PBLJWM,Passing Point,2
8451,WR,PETLBGJ,Passing Point,11
8452,WR,PHILPK1,Passing Point,6
8453,WR,PITSEA,Passing Point,8
8454,WR,PKSDJT,Passing Point,11
8455,WR,PNKRDG,Passing Point,4
8456,WR,PNTH,Passing Point,7
8457,WR,POLMONT,Passing Point,4
8458,WR,PORTOBL,Passing Point,8
8459,WR,PPAN,Passing Point,2
8460,WR,PRNCSTG,Passing Point,4
8461,WR,PROOFHJ,Passing Point,2
8462,WR,PRST,Passing Point,19
8463,WR,PRSTNFJ,Passing Point,55
8464,WR,PRSTRJN,Passing Point,55
8465,WR,PRSTSKB,Passing Point,14
8466,WR,PRUDHOE,Passing Point,5
8467,WR,PRYBRNJ,Passing Point,2
8468,WR,PURFLET,Passing Point,4
8469,WR,PURLEY,Passing Point,3
8470,WR,RCHDALE,Passing Point,3
8471,WR,RCHDLEJ,Passing Point,3
8472,WR,RDNGKBJ,Passing Point,6
8473,WR,RDNGNJN,Passing Point,4
8474,WR,RDNGORJ,Passing Point,4
8475,WR,RDNGSJN,Passing Point,4
8476,WR,RDNGSTN,Passing Point,4
8477,WR,RDNGSTN,User,4
8478,WR,REDGWJN,Passing Point,6
8479,WR,REIGATE,Passing Point,3
8480,WR,REST403,Passing Point,2
8481,WR,RESTSTN,Passing Point,2
8482,WR,RIBLHED,Passing Point,6
8483,WR,RNHAME,Passing Point,6
8484,WR,RPLLRRJ,Passing Point,4
8485,WR,RPLLWJN,Passing Point,2
8486,WR,RTHGLEN,Passing Point,4
8487,WR,RTHGNCJ,Passing Point,2
8488,WR,RTHGNEJ,Passing Point,4
8489,WR,RTHP,Passing Point,1
8490,WR,RUGBTVJ,Passing Point,32
8491,WR,RUGBY,Passing Point,16
8492,WR,RUGLYNJ,Passing Point,28
8493,WR,SACTON,Passing Point,13
8494,WR,SBYD,Passing Point,2
8495,WR,SCOTEJN,Passing Point,4
8496,WR,SCROYDN,Passing Point,3
8497,WR,SDON,Passing Point,2
8498,WR,SDONBOU,Passing Point,2
8499,WR,SETTLEJ,Passing Point,40
8500,WR,SHALFD,Passing Point,3
8501,WR,SHALFDJ,Passing Point,3
8502,WR,SHAPHNS,Passing Point,5
8503,WR,SHAPSMT,Passing Point,7
8504,WR,SHBRYLJ,Passing Point,8
8505,WR,SHEETSJ,Passing Point,2
8506,WR,SHPDSB,Passing Point,32
8507,WR,SHPY,Passing Point,6
8508,WR,SHPYDJN,Passing Point,6
8509,WR,SKELTNB,Passing Point,3
8510,WR,SKELTON,Passing Point,8
8511,WR,SKPT,User,4
8512,WR,SLATEFD,Passing Point,2
8513,WR,SLEHOPE,Passing Point,6
8514,WR,SLFDORD,Passing Point,11
8515,WR,SLIGHTJ,Passing Point,2
8516,WR,SLOUGH,Passing Point,6
8517,WR,SLTHWTE,Passing Point,1
8518,WR,SNSTJN,Passing Point,3
8519,WR,SOHOSJ,Passing Point,2
8520,WR,SOMEGF,Passing Point,2
8521,WR,SPDN,Passing Point,2
8522,WR,SPRBJN,Passing Point,39
8523,WR,STADJN,Passing Point,2
8524,WR,STAFFRD,Passing Point,32
8525,WR,STAFTVJ,Passing Point,18
8526,WR,STAINES,Passing Point,19
8527,WR,STECHFD,Passing Point,4
8528,WR,STHALEJ,Passing Point,54
8529,WR,STHALL,Passing Point,6
8530,WR,STHALWJ,Passing Point,6
8531,WR,STHCENT,Passing Point,6
8532,WR,STHCENT,User,2
8533,WR,STHNDE,Passing Point,2
8534,WR,STHNDE,User,4
8535,WR,STKP,Passing Point,4
8536,WR,STKPE1,Passing Point,4
8537,WR,STKPE2,Passing Point,4
8538,WR,STKWKSJ,Passing Point,2
8539,WR,STKYJN,Passing Point,4
8540,WR,STNDSHJ,Passing Point,2
8541,WR,STOKEOT,User,4
8542,WR,STOKOTJ,Passing Point,4
8543,WR,STONE,Passing Point,4
8544,WR,STOTNHM,Passing Point,8
8545,WR,STRTJN,Passing Point,2
8546,WR,STSNJN,Passing Point,2
8547,WR,STVTN,Passing Point,2
8548,WR,STWTJN,Passing Point,38
8549,WR,SWNACFC,User,82
8550,WR,SWNAHMC,User,82
8551,WR,SWNAHNH,User,82
8552,WR,SWNANDN,User,82
8553,WR,TAUNTON,Passing Point,4
8554,WR,TEBAY,Passing Point,4
8555,WR,TEINMTH,Passing Point,4
8556,WR,THEALE,Passing Point,4
8557,WR,THHLNWJ,Passing Point,2
8558,WR,THIRSK,Passing Point,8
8559,WR,THMSHVJ,Passing Point,6
8560,WR,THNGLEJ,Passing Point,6
8561,WR,THNGLYJ,Passing Point,4
8562,WR,THOPBAY,Passing Point,6
8563,WR,THRPSBJ,Passing Point,3
8564,WR,TIVILP,Passing Point,2
8565,WR,TIVIPW,Passing Point,4
8566,WR,TIVITNL,Passing Point,4
8567,WR,TLBYTWN,Passing Point,6
8568,WR,TMWTHHL,Passing Point,2
8569,WR,TODMRDN,Passing Point,3
8570,WR,TOLERTN,Passing Point,8
8571,WR,TOTNES,Passing Point,4
8572,WR,TOTONC,Passing Point,2
8573,WR,TOTONJ,Passing Point,2
8574,WR,TRENT,Passing Point,2
8575,WR,TRING,Passing Point,32
8576,WR,TRWLJN,Passing Point,2
8577,WR,TURSDLJ,Passing Point,5
8578,WR,TWYFORD,Passing Point,6
8579,WR,UFNGTN,Passing Point,6
8580,WR,UPHILLJ,Passing Point,4
8581,WR,UPMNSTR,Passing Point,2
8582,WR,UPRHLWY,Passing Point,8
8583,WR,VOLTRDJ,Passing Point,3
8584,WR,VRGNWTR,Passing Point,7
8585,WR,VTRLWKS,Passing Point,3
8586,WR,WANTRD,Passing Point,6
8587,WR,WATFDJ,Passing Point,32
8588,WR,WBORO,Passing Point,4
8589,WR,WBRMPTN,Passing Point,20
8590,WR,WDGRNPK,Passing Point,8
8591,WR,WEALING,Passing Point,28
8592,WR,WEAVERJ,Passing Point,28
8593,WR,WEEDON,Passing Point,2
8594,WR,WESTRTN,User,4
8595,WR,WETHCOR,Passing Point,5
8596,WR,WHALLEY,Passing Point,14
8597,WR,WHHSJN,Passing Point,14
8598,WR,WHMDSTD,Passing Point,4
8599,WR,WHMDSTD,User,2
8600,WR,WHMPSTM,Passing Point,2
8601,WR,WHRDJN,Passing Point,12
8602,WR,WHWDJN,Passing Point,5
8603,WR,WICHNRJ,Passing Point,2
8604,WR,WIGANNW,Passing Point,39
8605,WR,WIGASJN,Passing Point,39
8606,WR,WINWCKJ,Passing Point,28
8607,WR,WKFLDKG,Passing Point,5
8608,WR,WKFLDKG,User,2
8609,WR,WKFLDWG,User,4
8610,WR,WLSDBSJ,Passing Point,37
8611,WR,WLSDJHL,Passing Point,6
8612,WR,WLSDNBJ,Passing Point,38
8613,WR,WLSDNN7,Passing Point,38
8614,WR,WLSDSWG,Passing Point,22
8615,WR,WLSDSWS,Passing Point,5
8616,WR,WLSDWLJ,Passing Point,12
8617,WR,WMBY,Passing Point,32
8618,WR,WNCBROJ,Passing Point,4
8619,WR,WNDMLBJ,Passing Point,3
8620,WR,WNORWDJ,Passing Point,3
8621,WR,WNORWOD,Passing Point,3
8622,WR,WNSFD,Passing Point,28
8623,WR,WOKING,Passing Point,3
8624,WR,WOKINGJ,Passing Point,7
8625,WR,WOKNGHM,Passing Point,4
8626,WR,WORLEJ,Passing Point,4
8627,WR,WRGTNBQ,Passing Point,14
8628,WR,WSHWDH1,Passing Point,2
8629,WR,WSTBRYW,User,4
8630,WR,WSTLGHJ,Passing Point,2
8631,WR,WTHRCKJ,Passing Point,6
8632,WR,WTNBSTJ,Passing Point,6
8633,WR,WTRORTN,Passing Point,2
8634,WR,WVRMTNJ,Passing Point,2
8635,WR,WYLAM,Passing Point,5
8636,WR,YATE,Passing Point,2
8637,WR,YFIELDJ,Passing Point,4
8638,WR,YORK,User,2
8639,XC,ABHLJN,Passing Point,664
8640,XC,ABRD222,Passing Point,38
8641,XC,ABRD223,Passing Point,40
8642,XC,ABRD229,Passing Point,40
8643,XC,ABRD230,Passing Point,38
8644,XC,ABRD55,Passing Point,40
8645,XC,ABRD56,Passing Point,38
8646,XC,ABRDEEN,User,1
8647,XC,ABRDFJN,Passing Point,78
8648,XC,ABTSWDJ,Passing Point,1430
8649,XC,ACHNGRY,Passing Point,94
8650,XC,ADERLYP,Passing Point,17
8651,XC,ADLC,Passing Point,11
8652,XC,ADSWDRD,Passing Point,750
8653,XC,ADWICK,Passing Point,56
8654,XC,ADWICKJ,Passing Point,56
8655,XC,AISHXO,Passing Point,456
8656,XC,ALDEDGE,Passing Point,50
8657,XC,ALDRSJS,Passing Point,33
8658,XC,ALDWRKJ,Passing Point,738
8659,XC,ALNMOTH,Passing Point,232
8660,XC,ALNMOTH,User,282
8661,XC,ALRWAS,Passing Point,149
8662,XC,ALSAGER,Passing Point,16
8663,XC,ALTFTJN,Passing Point,88
8664,XC,AMBERGJ,Passing Point,730
8665,XC,ANDOVER,Passing Point,4
8666,XC,ARBROTH,Passing Point,40
8667,XC,ARBROTH,User,40
8668,XC,ARDWCKJ,Passing Point,840
8669,XC,ASHCHRC,Passing Point,1272
8670,XC,ASHCHRC,User,156
8671,XC,ASHH,Passing Point,33
8672,XC,ASTON,Passing Point,177
8673,XC,ATHLNEY,Passing Point,2
8674,XC,ATNBRO,User,60
8675,XC,AUDLEYE,Passing Point,382
8676,XC,AUDLEYE,User,14
8677,XC,AWRE,Passing Point,594
8678,XC,AYNHOJ,Passing Point,644
8679,XC,BATHSPA,Passing Point,2
8680,XC,BCKW530,Passing Point,19
8681,XC,BCKWATR,Passing Point,14
8682,XC,BDHMPTN,Passing Point,5
8683,XC,BEGHTJN,Passing Point,70
8684,XC,BELFORD,Passing Point,514
8685,XC,BENHARJ,Passing Point,36
8686,XC,BESTNSJ,Passing Point,1217
8687,XC,BESTON,User,654
8688,XC,BGLWJN,Passing Point,66
8689,XC,BGRN,Passing Point,1386
8690,XC,BHAMINT,Passing Point,14
8691,XC,BHAMINT,User,630
8692,XC,BHAMNWS,User,1820
8693,XC,BISLND,Passing Point,80
8694,XC,BKNHRST,Passing Point,339
8695,XC,BKNHRST,User,80
8696,XC,BKSWELL,Passing Point,644
8697,XC,BLAKEDN,Passing Point,44
8698,XC,BLBGJN,Passing Point,2
8699,XC,BLDHR31,Passing Point,30
8700,XC,BLDHU,Passing Point,30
8701,XC,BLIEURD,Passing Point,23
8702,XC,BLKST,Passing Point,127
8703,XC,BMHL,Passing Point,11
8704,XC,BMLY,Passing Point,409
8705,XC,BNBR,Passing Point,14
8706,XC,BNBR,User,630
8707,XC,BNBRDJ,Passing Point,308
8708,XC,BNBRRJN,Passing Point,700
8709,XC,BNHTX,Passing Point,56
8710,XC,BNWDJN,Passing Point,1430
8711,XC,BODMNPW,User,66
8712,XC,BOTLEY,Passing Point,33
8713,XC,BOURNVL,Passing Point,5
8714,XC,BRDFDJN,Passing Point,2
8715,XC,BRDFDOA,Passing Point,2
8716,XC,BRDGWTR,Passing Point,526
8717,XC,BRDSLYJ,Passing Point,786
8718,XC,BRFRY,Passing Point,74
8719,XC,BRGLJN,Passing Point,18
8720,XC,BRHLJN,Passing Point,70
8721,XC,BRMSGRV,Passing Point,1386
8722,XC,BRSTLEJ,Passing Point,894
8723,XC,BRSTLTM,User,484
8724,XC,BRSTLWJ,Passing Point,526
8725,XC,BRSTPWY,Passing Point,2
8726,XC,BRSTPWY,User,820
8727,XC,BRTLYJN,Passing Point,656
8728,XC,BRWCKUT,Passing Point,150
8729,XC,BRWCKUT,User,364
8730,XC,BSBYJN,Passing Point,814
8731,XC,BSCTSTA,Passing Point,46
8732,XC,BSNGSTK,Passing Point,31
8733,XC,BSNGSTK,User,374
8734,XC,BTHLYJN,Passing Point,16
8735,XC,BTHM990,Passing Point,2
8736,XC,BTHMPTJ,Passing Point,2
8737,XC,BTNUNNJ,Passing Point,34
8738,XC,BTNUNSJ,Passing Point,404
8739,XC,BURTNOT,Passing Point,450
8740,XC,BURTNOT,User,1418
8741,XC,CAARMNT,Passing Point,80
8742,XC,CAMBDGE,User,394
8743,XC,CAMBNTH,Passing Point,601
8744,XC,CANLEY,Passing Point,17
8745,XC,CASTLFD,Passing Point,44
8746,XC,CBOMJN,Passing Point,3209
8747,XC,CBORNE,Passing Point,52
8748,XC,CBORNE,User,14
8749,XC,CBORR10,Passing Point,34
8750,XC,CBORSR6,Passing Point,34
8751,XC,CCARY,Passing Point,2
8752,XC,CDCOT,User,80
8753,XC,CDON,Passing Point,46
8754,XC,CHDH,Passing Point,750
8755,XC,CHELFD,Passing Point,4
8756,XC,CHEPSTW,Passing Point,274
8757,XC,CHEPSTW,User,320
8758,XC,CHFD,Passing Point,342
8759,XC,CHFD,User,388
8760,XC,CHFDSJ,Passing Point,730
8761,XC,CHFIELD,Passing Point,822
8762,XC,CHFN,Passing Point,619
8763,XC,CHLTNHM,Passing Point,14
8764,XC,CHLTNHM,User,1416
8765,XC,CHSRD,Passing Point,4
8766,XC,CLAYXNJ,Passing Point,730
8767,XC,CLDBDGJ,Passing Point,143
8768,XC,CLDHMLJ,Passing Point,601
8769,XC,CLMLJN,Passing Point,1868
8770,XC,CLNKRDJ,Passing Point,2
8771,XC,CMPRDNJ,Passing Point,78
8772,XC,CNST,Passing Point,80
8773,XC,COBB712,Passing Point,48
8774,XC,COBB713,Passing Point,46
8775,XC,COGLOAD,Passing Point,528
8776,XC,COLESHL,Passing Point,84
8777,XC,COLESHL,User,1174
8778,XC,COLTONJ,Passing Point,725
8779,XC,COLTONS,Passing Point,62
8780,XC,COLWICH,Passing Point,22
8781,XC,CONGLTN,Passing Point,714
8782,XC,COPHWJN,Passing Point,377
8783,XC,COSELEY,Passing Point,22
8784,XC,COSHAM,Passing Point,33
8785,XC,COSHAMJ,Passing Point,33
8786,XC,COVNGHJ,Passing Point,644
8787,XC,COVNTRY,Passing Point,14
8788,XC,COVNTRY,User,630
8789,XC,CRAIGO,Passing Point,80
8790,XC,CRDFCEN,User,1
8791,XC,CREWBHJ,Passing Point,34
8792,XC,CREWE,Passing Point,16
8793,XC,CREWE,User,34
8794,XC,CREWSBG,Passing Point,50
8795,XC,CREWSJN,Passing Point,16
8796,XC,CREWUML,Passing Point,20
8797,XC,CRFTNEJ,Passing Point,131
8798,XC,CRFTNWJ,Passing Point,145
8799,XC,CRGISTH,Passing Point,78
8800,XC,CRGNTYJ,Passing Point,678
8801,XC,CRLORTJ,Passing Point,104
8802,XC,CROFTS,Passing Point,1241
8803,XC,CRSTRS,Passing Point,94
8804,XC,CRSTRSE,Passing Point,94
8805,XC,CSGT,Passing Point,569
8806,XC,CUPAR,Passing Point,98
8807,XC,CWDNBTH,Passing Point,32
8808,XC,CWLYBDG,Passing Point,528
8809,XC,DAINTNT,Passing Point,454
8810,XC,DAWLISH,Passing Point,486
8811,XC,DAWLISH,User,40
8812,XC,DAWLSHW,Passing Point,528
8813,XC,DEAN,Passing Point,4
8814,XC,DIDCTEJ,Passing Point,644
8815,XC,DIDCTNJ,Passing Point,644
8816,XC,DLMYJN,Passing Point,112
8817,XC,DLTN,User,656
8818,XC,DNFRMLE,Passing Point,32
8819,XC,DONC,User,162
8820,XC,DONCHJN,Passing Point,162
8821,XC,DORESNJ,Passing Point,660
8822,XC,DORIDGE,Passing Point,56
8823,XC,DRBY,User,1734
8824,XC,DRBYLNW,Passing Point,1822
8825,XC,DRBYSMS,Passing Point,730
8826,XC,DRBYWWJ,Passing Point,1089
8827,XC,DRDAYSJ,Passing Point,878
8828,XC,DREMJ,Passing Point,514
8829,XC,DRHM,User,656
8830,XC,DRLSTNJ,Passing Point,46
8831,XC,DRTW68,Passing Point,32
8832,XC,DRTWCHS,Passing Point,74
8833,XC,DUDESTN,Passing Point,6
8834,XC,DUDLPT,Passing Point,768
8835,XC,DUNBAR,Passing Point,302
8836,XC,DUNBAR,User,212
8837,XC,DUNDCJ,Passing Point,98
8838,XC,DUNDETB,User,64
8839,XC,DUNS,User,192
8840,XC,EBBWJ,Passing Point,628
8841,XC,EDINBUR,User,108
8842,XC,EGLNSTJ,Passing Point,130
8843,XC,EGRFRTH,Passing Point,13
8844,XC,ELGH,Passing Point,396
8845,XC,ELGH243,Passing Point,139
8846,XC,ELGHEJN,Passing Point,4
8847,XC,ELGHSJN,Passing Point,33
8848,XC,ELGHSLJ,Passing Point,4
8849,XC,ELSN,User,192
8850,XC,ELYY,Passing Point,9
8851,XC,ELYY,User,592
8852,XC,ELYYDLN,Passing Point,601
8853,XC,ELYYNJN,Passing Point,601
8854,XC,EMPKWAY,Passing Point,23
8855,XC,ERDNGTN,Passing Point,4
8856,XC,ERLY,Passing Point,33
8857,XC,ESJLEDS,Passing Point,56
8858,XC,ESTSOMJ,Passing Point,2
8859,XC,EXETRSD,User,528
8860,XC,FAREHAM,Passing Point,14
8861,XC,FARENJN,Passing Point,33
8862,XC,FENNYCM,Passing Point,700
8863,XC,FERYBDG,Passing Point,6
8864,XC,FILTNEW,Passing Point,852
8865,XC,FIVEWYS,Passing Point,1234
8866,XC,FOUROKS,Passing Point,127
8867,XC,FRLNGTJ,Passing Point,33
8868,XC,FRNCMB,Passing Point,33
8869,XC,FRWDJN,Passing Point,2
8870,XC,FYHLSJN,Passing Point,656
8871,XC,GAERJ,Passing Point,9
8872,XC,GALTINT,Passing Point,25
8873,XC,GALTONJ,Passing Point,812
8874,XC,GLGCBSJ,Passing Point,130
8875,XC,GLNRTHS,Passing Point,32
8876,XC,GLOSOVR,Passing Point,18
8877,XC,GLOSTER,User,648
8878,XC,GLOSTYJ,Passing Point,822
8879,XC,GOOSTRY,Passing Point,4
8880,XC,GORASTR,Passing Point,644
8881,XC,GORGIEJ,Passing Point,60
8882,XC,GRAVLYH,Passing Point,4
8883,XC,GRNSFDJ,Passing Point,34
8884,XC,GTHS,Passing Point,514
8885,XC,HAMBLNJ,Passing Point,106
8886,XC,HAMSTED,Passing Point,3
8887,XC,HAREPKJ,Passing Point,632
8888,XC,HASLEMR,Passing Point,14
8889,XC,HATTON,Passing Point,56
8890,XC,HAVANT,Passing Point,33
8891,XC,HAYLE,User,14
8892,XC,HAYMRCJ,Passing Point,18
8893,XC,HAYMRKT,Passing Point,62
8894,XC,HAYMRKT,User,136
8895,XC,HAYMRWJ,Passing Point,105
8896,XC,HBRY,Passing Point,44
8897,XC,HCHP,Passing Point,4
8898,XC,HEDGEND,Passing Point,5
8899,XC,HELPSTN,Passing Point,601
8900,XC,HEMERDN,Passing Point,456
8901,XC,HEYFORD,Passing Point,644
8902,XC,HINCKLY,Passing Point,483
8903,XC,HINCKLY,User,758
8904,XC,HLBDGJN,Passing Point,60
8905,XC,HLDG,Passing Point,14
8906,XC,HLDGSJ,Passing Point,14
8907,XC,HMPTNIA,Passing Point,9
8908,XC,HOLBJCN,Passing Point,304
8909,XC,HOLYTNJ,Passing Point,36
8910,XC,HORFDJN,Passing Point,856
8911,XC,HRTNRDJ,Passing Point,748
8912,XC,HTCP,Passing Point,11
8913,XC,HTNOJN,Passing Point,750
8914,XC,HTONSJN,Passing Point,514
8915,XC,INVKLOR,Passing Point,78
8916,XC,IVRKTHG,Passing Point,94
8917,XC,IVYBDGE,Passing Point,456
8918,XC,KCLD,Passing Point,80
8919,XC,KDRMNST,Passing Point,44
8920,XC,KEBGEJN,Passing Point,60
8921,XC,KEBGNJN,Passing Point,30
8922,XC,KEBGSJN,Passing Point,756
8923,XC,KENLWTH,Passing Point,644
8924,XC,KETTON,Passing Point,601
8925,XC,KIDSGRV,Passing Point,730
8926,XC,KNGSBYJ,Passing Point,2037
8927,XC,KNNGTNJ,Passing Point,644
8928,XC,KNORTON,Passing Point,1386
8929,XC,LADYBNK,Passing Point,98
8930,XC,LAGHJN,Passing Point,601
8931,XC,LANARKJ,Passing Point,94
8932,XC,LAWJ,Passing Point,94
8933,XC,LBRDFJN,Passing Point,370
8934,XC,LCHC,Passing Point,127
8935,XC,LCHTNJ,Passing Point,22
8936,XC,LCHTTVH,Passing Point,127
8937,XC,LCHTTVJ,Passing Point,22
8938,XC,LCHTTVL,Passing Point,22
8939,XC,LEAHALL,Passing Point,17
8940,XC,LEEDS,Passing Point,2
8941,XC,LEEDS,User,544
8942,XC,LEEDSWJ,Passing Point,737
8943,XC,LESTER,Passing Point,56
8944,XC,LESTER,User,488
8945,XC,LESTRNJ,Passing Point,32
8946,XC,LESTRSJ,Passing Point,125
