,TOC,TIPLOC,User/Pass,count
0,AW,ABCWM,Passing Point,924
1,AW,ABDVY,User,330
2,AW,ABER,User,1613
3,AW,ABGLELE,Passing Point,400
4,AW,ABGLELE,User,873
5,AW,ABRCYNS,Passing Point,55
6,AW,ABRCYNS,User,2126
7,AW,ABRE,User,298
8,AW,ABRGS38,Passing Point,541
9,AW,ABRGVNY,Passing Point,57
10,AW,ABRGVNY,User,1011
11,AW,ABRYSTH,User,15
12,AW,ABTH,Passing Point,638
13,AW,ABTH433,Passing Point,316
14,AW,ABTH440,Passing Point,322
15,AW,ACBG,Passing Point,12
16,AW,ACGJN,Passing Point,724
17,AW,ADERLYP,Passing Point,23
18,AW,ADSWDRD,Passing Point,460
19,AW,ALBRGHT,Passing Point,11
20,AW,ALBRGHT,User,25
21,AW,ALDEDGE,Passing Point,528
22,AW,ALDEDGE,User,4
23,AW,ALERTN,Passing Point,56
24,AW,ALERTN,User,320
25,AW,ALTRNHM,Passing Point,46
26,AW,AMMANFD,User,172
27,AW,ARDWCKJ,Passing Point,1081
28,AW,ASTLEY,Passing Point,724
29,AW,ASTON,Passing Point,31
30,AW,AWRE,Passing Point,482
31,AW,BAGE,Passing Point,33
32,AW,BANGOR,Passing Point,6
33,AW,BANGOR,User,716
34,AW,BARGOED,User,685
35,AW,BARRY,Passing Point,49
36,AW,BARRY,User,2322
37,AW,BARRYDK,User,2325
38,AW,BCHGRV,User,979
39,AW,BCKY,User,537
40,AW,BDSTON,User,1
41,AW,BESTTSB,Passing Point,1341
42,AW,BETSYCD,User,228
43,AW,BGLAN,User,329
44,AW,BHAMINT,User,12
45,AW,BHAMNWS,User,641
46,AW,BILBROK,Passing Point,11
47,AW,BILBROK,User,25
48,AW,BKNELL,User,158
49,AW,BLAENAU,User,1
50,AW,BNWDJN,Passing Point,392
51,AW,BODORGN,User,359
52,AW,BORTH,User,641
53,AW,BOWSTRT,User,641
54,AW,BRFLD,Passing Point,1005
55,AW,BRGEND,Passing Point,55
56,AW,BRGEND,User,1404
57,AW,BRITFRY,User,329
58,AW,BRITFWJ,Passing Point,39
59,AW,BRITHDR,User,685
60,AW,BRMOUTH,User,298
61,AW,BROOME,User,158
62,AW,BSCTSTA,Passing Point,31
63,AW,BUILTHR,User,144
64,AW,BYNEA,User,172
65,AW,CADOXTN,Passing Point,52
66,AW,CADOXTN,User,2325
67,AW,CAERGWL,User,537
68,AW,CANT637,Passing Point,20
69,AW,CARDFQS,Passing Point,97
70,AW,CARDFQS,User,6039
71,AW,CARSWS,User,489
72,AW,CATHAYS,User,3225
73,AW,CBAY,Passing Point,72
74,AW,CBAY,User,1193
75,AW,CDCOT,User,459
76,AW,CEFNYBD,User,537
77,AW,CHDH,Passing Point,460
78,AW,CHELFD,Passing Point,25
79,AW,CHEPSTW,Passing Point,27
80,AW,CHEPSTW,User,459
81,AW,CHIRK,User,694
82,AW,CHLTNHM,Passing Point,14
83,AW,CHLTNHM,User,3
84,AW,CHST,Passing Point,66
85,AW,CHST,User,1342
86,AW,CHSTRNJ,Passing Point,3
87,AW,CHSTRSJ,Passing Point,2508
88,AW,CILMERY,User,144
89,AW,CLARBRD,Passing Point,4
90,AW,CLARBRD,User,570
91,AW,CLYNDRW,User,480
92,AW,CMBH,User,1038
93,AW,CMTHN,User,606
94,AW,CMTHNBG,Passing Point,717
95,AW,CMTHNJ,Passing Point,1001
96,AW,COCKETW,Passing Point,644
97,AW,CODSALL,Passing Point,11
98,AW,CODSALL,User,25
99,AW,COGAN,User,2325
100,AW,COGANJ,Passing Point,4253
101,AW,CONWY,User,430
102,AW,COSELEY,Passing Point,24
103,AW,COSFORD,Passing Point,649
104,AW,COSFORD,User,25
105,AW,CRAVENA,Passing Point,266
106,AW,CRAVENA,User,920
107,AW,CRDFCEN,Passing Point,70
108,AW,CRDFCEN,User,5334
109,AW,CRDFRBJ,Passing Point,1236
110,AW,CREWE,Passing Point,30
111,AW,CREWE,User,510
112,AW,CREWECY,Passing Point,12
113,AW,CREWEGL,Passing Point,748
114,AW,CREWESW,Passing Point,1341
115,AW,CREWSBG,Passing Point,530
116,AW,CREWUML,Passing Point,14
117,AW,CRICCTH,User,298
118,AW,CROESNF,Passing Point,14
119,AW,CRPHLY,Passing Point,45
120,AW,CRPHLY,User,1595
121,AW,CRSKEYS,Passing Point,30
122,AW,CRSKEYS,User,619
123,AW,CRSKYJN,Passing Point,564
124,AW,CSTR,Passing Point,8
125,AW,CSTR,User,918
126,AW,CTSARTJ,Passing Point,39
127,AW,CVLESBY,Passing Point,5005
128,AW,CVLWSBY,Passing Point,1212
129,AW,CWBRDSB,Passing Point,638
130,AW,CWMBRAN,User,997
131,AW,CYNGHRD,User,144
132,AW,DALAMBR,Passing Point,430
133,AW,DANESCT,User,919
134,AW,DEGANWY,User,589
135,AW,DENSGTJ,Passing Point,46
136,AW,DGLROAD,User,1870
137,AW,DINASP,User,2325
138,AW,DINASR,User,1114
139,AW,DITTON,Passing Point,740
140,AW,DLWYDLN,User,212
141,AW,DMARSHJ,Passing Point,4
142,AW,DOLAU,User,158
143,AW,DOLGARG,User,212
144,AW,DORNGTN,Passing Point,1177
145,AW,DOVYJN,User,971
146,AW,DRLSTNJ,Passing Point,31
147,AW,DUDESTN,Passing Point,2
148,AW,DUDLPT,Passing Point,639
149,AW,DUFRYNW,Passing Point,642
150,AW,DYFRYNA,User,298
151,AW,DYNEVRJ,Passing Point,78
152,AW,EASTBRK,User,2325
153,AW,EBBWJ,Passing Point,2158
154,AW,EBWVPWY,Passing Point,30
155,AW,EBWVPWY,User,619
156,AW,ECCLES,Passing Point,724
157,AW,EDGH,Passing Point,740
158,AW,EDGHSB,Passing Point,740
159,AW,EDIDBRY,Passing Point,13
160,AW,EDIDBRY,User,441
161,AW,ERGNCHP,User,957
162,AW,ERLSTWN,Passing Point,68
163,AW,ERLSTWN,User,669
164,AW,FELNFRN,Passing Point,78
165,AW,FERNHIL,User,1038
166,AW,FFAIRFC,User,172
167,AW,FGDHGWK,User,184
168,AW,FLINT,Passing Point,90
169,AW,FLINT,User,1175
170,AW,FRBN,User,330
171,AW,FRDSHM,Passing Point,56
172,AW,FRDSHM,User,1045
173,AW,FRDSHMJ,Passing Point,1452
174,AW,FRWATER,User,919
175,AW,FYSD,Passing Point,445
176,AW,FYSD,User,556
177,AW,GAERJ,Passing Point,656
178,AW,GALTILL,User,643
179,AW,GALTONJ,Passing Point,639
180,AW,GARTH,User,144
181,AW,GATLEY,Passing Point,33
182,AW,GBNK,Passing Point,46
183,AW,GLFCHFR,User,522
184,AW,GLNCNWY,User,212
185,AW,GLOSTER,User,378
186,AW,GNTN,User,4179
187,AW,GOBOWEN,Passing Point,277
188,AW,GOBOWEN,User,694
189,AW,GOOSTRY,Passing Point,25
190,AW,GOWERTN,Passing Point,38
191,AW,GOWERTN,User,902
192,AW,GRTHMG,User,591
193,AW,GRWN,Passing Point,747
194,AW,GWRSYLT,User,537
195,AW,HALE,Passing Point,46
196,AW,HALTONJ,Passing Point,740
197,AW,HAMSTED,Passing Point,2
198,AW,HARTFDJ,Passing Point,12
199,AW,HAVRFDW,User,382
200,AW,HAWARDN,User,537
201,AW,HAWDNBG,User,194
202,AW,HCHP,Passing Point,25
203,AW,HEATHHL,Passing Point,16
204,AW,HEATHHL,User,1823
205,AW,HEATHJ,Passing Point,2862
206,AW,HEATHLL,Passing Point,2
207,AW,HEATHLL,User,979
208,AW,HELSBY,Passing Point,56
209,AW,HELSBY,User,1045
210,AW,HENDYJ,Passing Point,172
211,AW,HENGOED,User,1331
212,AW,HEREFRD,Passing Point,32
213,AW,HEREFRD,User,983
214,AW,HESWALL,User,537
215,AW,HLDG,Passing Point,575
216,AW,HLDGSJ,Passing Point,2
217,AW,HLDGWJ,Passing Point,573
218,AW,HLYH,User,4
219,AW,HNDFRTH,Passing Point,25
220,AW,HOPC,User,537
221,AW,HOPTONH,User,158
222,AW,HRBRNSJ,Passing Point,381
223,AW,HRLC,User,298
224,AW,HRLSCTX,Passing Point,748
225,AW,HRTNRDJ,Passing Point,392
226,AW,HTCP,Passing Point,35
227,AW,HTNOJN,Passing Point,506
228,AW,JHNSTND,User,382
229,AW,KIDWELY,Passing Point,445
230,AW,KIDWELY,User,556
231,AW,KILGETY,User,324
232,AW,KNIGHTN,User,172
233,AW,KNUCKLS,User,158
234,AW,LAMPHEY,User,324
235,AW,LANBDRN,Passing Point,633
236,AW,LANDUDJ,Passing Point,2
237,AW,LANDUDJ,User,1309
238,AW,LANFRFC,User,430
239,AW,LBDR,User,298
240,AW,LCKWTHJ,Passing Point,1271
241,AW,LEAHALL,Passing Point,23
242,AW,LEOMNST,Passing Point,230
243,AW,LEOMNST,User,781
244,AW,LFPW,Passing Point,342
245,AW,LFPW,User,407
246,AW,LLANDAF,Passing Point,12
247,AW,LLANDAF,User,3225
248,AW,LLBRDCH,User,1613
249,AW,LLBSTRD,User,158
250,AW,LLDEILO,User,172
251,AW,LLDELOJ,Passing Point,1339
252,AW,LLDODW,User,145
253,AW,LLDVERY,User,144
254,AW,LLDYBIE,User,172
255,AW,LLGADOG,User,172
256,AW,LLGMMRW,User,144
257,AW,LLGNNCH,User,172
258,AW,LLGUNLO,User,158
259,AW,LLHARAN,User,684
260,AW,LLHLETH,Passing Point,9
261,AW,LLHLETH,User,619
262,AW,LLISHEN,Passing Point,16
263,AW,LLISHEN,User,1823
264,AW,LLNLLI,Passing Point,4
265,AW,LLNLLI,User,1138
266,AW,LLNSMLT,Passing Point,9
267,AW,LLNSMLT,User,329
268,AW,LLNWTMR,Passing Point,4
269,AW,LLNWTMR,User,637
270,AW,LLWRDA,User,172
271,AW,LLWRTYW,User,144
272,AW,LLWYNYP,User,1114
273,AW,LNAB,User,298
274,AW,LNDC,User,298
275,AW,LNDOREJ,Passing Point,12
276,AW,LNDW,User,298
277,AW,LNGDYKJ,Passing Point,2250
278,AW,LNRWST,User,228
279,AW,LTHH,Passing Point,16
280,AW,LTHH,User,1823
281,AW,LTTLMLJ,Passing Point,1065
282,AW,LUDLOW,User,956
283,AW,LUDO,User,2
284,AW,LVHM,Passing Point,35
285,AW,LVRPLCS,Passing Point,740
286,AW,LWERWJN,Passing Point,482
287,AW,LYDNEY,Passing Point,27
288,AW,LYDNEY,User,459
289,AW,LYNGRIL,User,330
290,AW,MADEJN,Passing Point,674
291,AW,MAESTER,User,591
292,AW,MAESTGW,User,8
293,AW,MAINDNJ,Passing Point,1065
294,AW,MAINDWJ,Passing Point,1547
295,AW,MASH,Passing Point,18
296,AW,MASH,User,1038
297,AW,MCHYNLT,User,483
298,AW,MENAIBG,Passing Point,747
299,AW,MERTHRV,Passing Point,9
300,AW,MERTHRV,User,1088
301,AW,MFAM,User,330
302,AW,MIKLTRF,Passing Point,1498
303,AW,MINFORD,User,298
304,AW,MLDSWTH,Passing Point,46
305,AW,MLDTHRD,Passing Point,33
306,AW,MLFDHVN,User,8
307,AW,MNCRDGT,Passing Point,724
308,AW,MNCRIAP,User,1
309,AW,MNCROXR,Passing Point,26
310,AW,MNCROXR,User,707
311,AW,MNCRPIC,Passing Point,2
312,AW,MNCRPIC,User,561
313,AW,MNORBER,User,324
314,AW,MOBERLY,Passing Point,46
315,AW,MORLASJ,Passing Point,250
316,AW,MOSTEJN,Passing Point,1470
317,AW,MOSTWJN,Passing Point,14
318,AW,MRGMMJN,Passing Point,817
319,AW,MRLDJN,Passing Point,192
320,AW,MRSTNGR,Passing Point,23
321,AW,MRTNONL,Passing Point,1005
322,AW,MSHBRKX,Passing Point,1177
323,AW,MSHFILD,Passing Point,2158
324,AW,NANTWCH,Passing Point,219
325,AW,NANTWCH,User,701
326,AW,NAVGTNR,Passing Point,46
327,AW,NBRWGE,Passing Point,9
328,AW,NBRWGE,User,619
329,AW,NEATH,Passing Point,30
330,AW,NEATH,User,746
331,AW,NESTON,User,537
332,AW,NINIANP,Passing Point,232
333,AW,NINIANP,User,974
334,AW,NLANRST,User,212
335,AW,NRBERTH,User,324
336,AW,NTHNDNJ,Passing Point,46
337,AW,NTHNSHJ,Passing Point,46
338,AW,NTHWICH,Passing Point,46
339,AW,NWPTRTG,Passing Point,56
340,AW,NWPTRTG,User,1529
341,AW,NWTNLW,Passing Point,68
342,AW,NWTNLW,User,669
343,AW,NWTP,User,489
344,AW,OAKNGTS,Passing Point,25
345,AW,OAKNGTS,User,25
346,AW,ORDSLLJ,Passing Point,724
347,AW,PANYPER,Passing Point,633
348,AW,PBLJWM,Passing Point,31
349,AW,PEMBRKD,User,5
350,AW,PEMBROK,User,324
351,AW,PENACSJ,Passing Point,4253
352,AW,PENARTH,User,3
353,AW,PENCOED,Passing Point,14
354,AW,PENCOED,User,684
355,AW,PENGAM,User,1331
356,AW,PENGAMJ,Passing Point,92
357,AW,PENHELG,User,330
358,AW,PENTCNJ,Passing Point,1434
359,AW,PENYCHN,User,298
360,AW,PKSDJT,Passing Point,724
361,AW,PLUMSB,Passing Point,46
362,AW,PMBRYBP,Passing Point,50
363,AW,PMBRYBP,User,952
364,AW,PNALLY,User,324
365,AW,PNMNMWR,Passing Point,337
366,AW,PNMNMWR,User,430
367,AW,PNRHCBR,User,1038
368,AW,PNTADLS,User,172
369,AW,PNTLTYN,User,685
370,AW,PNTRBCH,User,1088
371,AW,PNTYFYN,User,172
372,AW,PNYF,Passing Point,4
373,AW,PNYF,User,537
374,AW,PNYPANT,User,212
375,AW,PONTRLS,Passing Point,1065
376,AW,PONTYPL,User,678
377,AW,PONYCLN,Passing Point,791
378,AW,PONYCLN,User,684
379,AW,PORH,User,1114
380,AW,PREES,Passing Point,436
381,AW,PREES,User,437
382,AW,PRHN,User,298
383,AW,PRKJNTH,Passing Point,1011
384,AW,PRKJT,Passing Point,1011
385,AW,PROOFHJ,Passing Point,661
386,AW,PRTHMDG,User,298
387,AW,PRYBR,Passing Point,2
388,AW,PRYBRNJ,Passing Point,31
389,AW,PSRN,User,298
390,AW,PSTA,Passing Point,104
391,AW,PSTA,User,1161
392,AW,PTALBOT,Passing Point,18
393,AW,PTALBOT,User,802
394,AW,PTYPRID,Passing Point,39
395,AW,PTYPRID,User,3173
396,AW,PYBONT,User,158
397,AW,PYECRNR,User,1043
398,AW,PYLE,User,560
399,AW,QUAKRSY,User,1088
400,AW,RADYR,Passing Point,92
401,AW,RADYR,User,3335
402,AW,RHIWBNA,User,979
403,AW,RHOOSE,User,637
404,AW,RHOSNGR,User,359
405,AW,RHYL,Passing Point,72
406,AW,RHYL,User,1193
407,AW,RISCA,Passing Point,9
408,AW,RISCA,User,1043
409,AW,RISCASJ,Passing Point,1011
410,AW,ROGRSTN,Passing Point,9
411,AW,ROGRSTN,User,1043
412,AW,ROMANBG,User,212
413,AW,RSSTTJN,Passing Point,1038
414,AW,RUABON,User,694
415,AW,RUMNYRB,Passing Point,3
416,AW,RUNCORN,Passing Point,56
417,AW,RUNCORN,User,320
418,AW,RUNCRNE,User,725
419,AW,SARN,User,591
420,AW,SBCH,Passing Point,530
421,AW,SDRSFOT,User,324
422,AW,SEVTNLJ,Passing Point,27
423,AW,SEVTNLJ,User,459
424,AW,SGRLOAF,User,144
425,AW,SHIFNAL,Passing Point,25
426,AW,SHIFNAL,User,25
427,AW,SHIP,Passing Point,1005
428,AW,SHOTTHL,User,537
429,AW,SHOTTON,Passing Point,521
430,AW,SHOTTON,User,743
431,AW,SHRWBAF,Passing Point,674
432,AW,SHRWBY,Passing Point,28
433,AW,SHRWBY,User,1620
434,AW,SHRWEBJ,Passing Point,1646
435,AW,SHRWSBJ,Passing Point,1646
436,AW,SKEWEN,Passing Point,9
437,AW,SKEWEN,User,329
438,AW,SLDLJN,Passing Point,1081
439,AW,SLNYJN,Passing Point,2508
440,AW,SMTHKRS,Passing Point,24
441,AW,SNDWDUD,Passing Point,24
442,AW,SOHOSJ,Passing Point,639
443,AW,STECHFD,Passing Point,630
444,AW,STKP,Passing Point,46
445,AW,STKP,User,468
446,AW,STKPCVJ,Passing Point,46
447,AW,STKPE1,Passing Point,460
448,AW,STKPE2,Passing Point,506
449,AW,STORMY,Passing Point,817
450,AW,SWANSEA,User,650
451,AW,SWANSLE,Passing Point,1838
452,AW,SWANSLW,Passing Point,1089
453,AW,TAFFSWL,Passing Point,154
454,AW,TAFFSWL,User,3264
455,AW,TALB,User,298
456,AW,TALYCFN,User,228
457,AW,TAMEBDG,Passing Point,2
458,AW,TELFRDC,Passing Point,1
459,AW,TELFRDC,User,674
460,AW,TENBY,User,296
461,AW,TIPTON,Passing Point,24
462,AW,TIRPHIL,User,685
463,AW,TLSRNAU,User,298
464,AW,TNYPNDY,User,1114
465,AW,TONDU,User,591
466,AW,TONFNAU,User,330
467,AW,TONPNTR,User,1114
468,AW,TRAMINN,Passing Point,1065
469,AW,TRDYRHW,Passing Point,9
470,AW,TRDYRHW,User,1088
471,AW,TREFRST,Passing Point,5
472,AW,TREFRST,User,3278
473,AW,TREHAFD,User,1114
474,AW,TREORCY,User,1114
475,AW,TRFRSTE,User,1008
476,AW,TYCROES,User,359
477,AW,TYGLAS,User,979
478,AW,TYGWYN,User,298
479,AW,TYWYN,User,330
480,AW,UPTON,User,537
481,AW,VALLEY,Passing Point,328
482,AW,VALLEY,User,421
483,AW,WATSTJN,Passing Point,724
484,AW,WAUNGRN,User,919
485,AW,WCHR,Passing Point,7
486,AW,WCHR,User,687
487,AW,WEAVERJ,Passing Point,12
488,AW,WELNGTN,Passing Point,10
489,AW,WELNGTN,User,674
490,AW,WELSFLC,Passing Point,469
491,AW,WELSHPL,User,489
492,AW,WELSWBD,Passing Point,153
493,AW,WELSWBU,Passing Point,186
494,AW,WEMM,Passing Point,331
495,AW,WEMM,User,561
496,AW,WHCH,User,979
497,AW,WHLAND,Passing Point,4
498,AW,WHLAND,User,890
499,AW,WINWCKJ,Passing Point,724
500,AW,WITTON,Passing Point,2
501,AW,WLDMILL,User,591
502,AW,WLMSL,Passing Point,2
503,AW,WLMSL,User,472
504,AW,WNSFD,Passing Point,12
505,AW,WOFERTN,Passing Point,1005
506,AW,WRENBRY,Passing Point,436
507,AW,WRENBRY,User,437
508,AW,WREXHMC,User,3
509,AW,WREXHMG,Passing Point,178
510,AW,WREXHMG,User,1275
511,AW,WRGTNBQ,Passing Point,28
512,AW,WRGTNBQ,User,709
513,AW,WRGTWOJ,Passing Point,361
514,AW,WVRMPTN,Passing Point,2
515,AW,WVRMPTN,User,678
516,AW,WVRMSRJ,Passing Point,674
517,AW,WVRMTNJ,Passing Point,674
518,AW,WVRTREJ,Passing Point,740
519,AW,YNYSWEN,User,1114
520,AW,YORTON,Passing Point,36
521,AW,YORTON,User,437
522,AW,YSTRADM,Passing Point,23
523,AW,YSTRADM,User,1331
524,AW,YTRHOND,User,1114
525,CC,BARKING,Passing Point,888
526,CC,BARKING,User,5266
527,CC,BARKNGJ,Passing Point,637
528,CC,BARKRUP,Passing Point,847
529,CC,BARKUPJ,Passing Point,2
530,CC,BASILDN,User,2477
531,CC,BENFLET,User,3536
532,CC,BOWJ,Passing Point,803
533,CC,BTHNLGR,Passing Point,566
534,CC,CHADHDD,User,1487
535,CC,CHDWLHT,Passing Point,112
536,CC,CHLKWEL,User,3501
537,CC,CRISTSJ,Passing Point,5876
538,CC,DGNHMDC,Passing Point,157
539,CC,DGNHMDC,User,1498
540,CC,ETILBRY,User,1761
541,CC,FENCHRS,User,4
542,CC,FRSTGT,Passing Point,18
543,CC,FRSTGTJ,Passing Point,784
544,CC,GASFCTJ,Passing Point,6018
545,CC,GRAYS,Passing Point,20
546,CC,GRAYS,User,1623
547,CC,ILFELEJ,Passing Point,86
548,CC,ILFORD,Passing Point,198
549,CC,LAINDON,Passing Point,424
550,CC,LAINDON,User,2463
551,CC,LHONSEA,Passing Point,387
552,CC,LHONSEA,User,3487
553,CC,LIMHSE,Passing Point,22
554,CC,LIMHSE,User,5050
555,CC,MANRPK,Passing Point,32
556,CC,MRYLAND,Passing Point,46
557,CC,OCKENDN,Passing Point,2
558,CC,OCKENDN,User,1625
559,CC,PITSEA,Passing Point,924
560,CC,PITSEA,User,3042
561,CC,PURFLET,Passing Point,146
562,CC,PURFLET,User,1616
563,CC,RNHAME,Passing Point,146
564,CC,RNHAME,User,1616
565,CC,RPLLRRJ,Passing Point,847
566,CC,RPLLWJN,Passing Point,819
567,CC,SHBRYLJ,Passing Point,2998
568,CC,SLEHOPE,Passing Point,20
569,CC,SLEHOPE,User,1761
570,CC,STFD,Passing Point,364
571,CC,STFD,User,432
572,CC,STHCENT,Passing Point,366
573,CC,STHCENT,User,2730
574,CC,STHNDE,User,2753
575,CC,THMSHVJ,Passing Point,1527
576,CC,THOPBAY,User,2671
577,CC,TLBYTWN,Passing Point,20
578,CC,TLBYTWN,User,1761
579,CC,UPMNSTR,Passing Point,612
580,CC,UPMNSTR,User,3908
581,CC,WCLIFF,User,3501
582,CC,WDGRNPK,Passing Point,637
583,CC,WHAMHL,Passing Point,549
584,CC,WHAMHL,User,5114
585,CC,WHORNDN,Passing Point,12
586,CC,WHORNDN,User,1854
587,CC,WTHRCKJ,Passing Point,3127
588,CH,ACOCKSG,User,58
589,CH,AMERMWD,Passing Point,1332
590,CH,AMERSHM,Passing Point,98
591,CH,AMERSHM,User,1234
592,CH,AYLSBRY,User,794
593,CH,AYNHOJ,Passing Point,1530
594,CH,BCNSFLD,User,1999
595,CH,BCSTDRL,Passing Point,6
596,CH,BCSTGBF,Passing Point,1
597,CH,BCSTGJN,Passing Point,1473
598,CH,BCSTN,Passing Point,229
599,CH,BCSTN,User,1136
600,CH,BCSTRTN,Passing Point,57
601,CH,BCSTRTN,User,1380
602,CH,BCSTSJ,Passing Point,2804
603,CH,BEARLEY,Passing Point,10
604,CH,BEARLEY,User,182
605,CH,BEARLYJ,Passing Point,388
606,CH,BHAMJEW,Passing Point,84
607,CH,BHAMJEW,User,32
608,CH,BHAMMRS,User,558
609,CH,BHAMSNH,Passing Point,2
610,CH,BHAMSNH,User,108
611,CH,BLAKEDN,Passing Point,135
612,CH,BLAKEDN,User,14
613,CH,BNBR,Passing Point,14
614,CH,BNBR,User,1112
615,CH,BNBRDJ,Passing Point,868
616,CH,BNBRRJN,Passing Point,1230
617,CH,BNHTX,Passing Point,1314
618,CH,CHLFNAL,Passing Point,168
619,CH,CHLFNAL,User,1160
620,CH,CHNRBVH,User,182
621,CH,CHNRESW,User,182
622,CH,CHNRLOW,User,98
623,CH,CHNRRED,User,84
624,CH,CHNRWHT,User,182
625,CH,CHRW,Passing Point,168
626,CH,CHRW,User,1160
627,CH,CLAVRDN,Passing Point,6
628,CH,CLAVRDN,User,252
629,CH,CRADLYH,User,32
630,CH,DENHAM,User,1210
631,CH,DENHMGC,User,722
632,CH,DORIDGE,Passing Point,356
633,CH,DORIDGE,User,958
634,CH,DRAYGRN,Passing Point,28
635,CH,FENNYCM,Passing Point,1230
636,CH,GALTINT,Passing Point,52
637,CH,GALTINT,User,64
638,CH,GERRDSX,Passing Point,1827
639,CH,GERRDSX,User,1983
640,CH,GFORDSJ,Passing Point,28
641,CH,GFORDWJ,Passing Point,28
642,CH,GTMSNDN,Passing Point,88
643,CH,GTMSNDN,User,1266
644,CH,HADMATP,Passing Point,967
645,CH,HADMATP,User,1843
646,CH,HAGLEY,User,14
647,CH,HAROOTH,Passing Point,140
648,CH,HAROOTH,User,1188
649,CH,HATTNNJ,Passing Point,20
650,CH,HATTNWJ,Passing Point,388
651,CH,HATTON,Passing Point,926
652,CH,HATTON,User,708
653,CH,HEYFORD,Passing Point,109
654,CH,HEYFORD,User,14
655,CH,HNDSHWT,User,28
656,CH,HWYCOMB,Passing Point,641
657,CH,HWYCOMB,User,2721
658,CH,ISLIP,User,352
659,CH,KDRMNST,Passing Point,83
660,CH,KINSSTN,User,362
661,CH,LAPWRTH,User,356
662,CH,LGRN,User,14
663,CH,LMNGTNS,Passing Point,24
664,CH,LMNGTNS,User,1164
665,CH,LTLKMBL,Passing Point,138
666,CH,LTLKMBL,User,736
667,CH,LYEE,User,14
668,CH,MNKRISB,User,736
669,CH,NEASDSJ,Passing Point,5746
670,CH,NTHOLTP,User,892
671,CH,NTHOPKJ,Passing Point,2116
672,CH,OLHL,User,14
673,CH,OLTON,User,72
674,CH,OXFD,User,14
675,CH,OXFDNNJ,Passing Point,1528
676,CH,OXFDWRJ,Passing Point,1470
677,CH,OXFPWAY,Passing Point,56
678,CH,OXFPWAY,User,1400
679,CH,PRINRIS,Passing Point,1595
680,CH,PRINRIS,User,1735
681,CH,RCKMNSW,Passing Point,224
682,CH,RCKMNSW,User,1104
683,CH,ROWLEYR,Passing Point,8
684,CH,ROWLEYR,User,108
685,CH,SDBRYHH,User,434
686,CH,SDBRYHR,User,112
687,CH,SEERGRN,User,880
688,CH,SMLHTHS,Passing Point,1314
689,CH,SMTHWKW,Passing Point,116
690,CH,SOAVPWY,User,338
691,CH,SOLIHUL,User,1256
692,CH,SRUISLP,Passing Point,3274
693,CH,SRUISLP,User,880
694,CH,STKM,Passing Point,88
695,CH,STKM,User,1280
696,CH,STRBDGJ,Passing Point,12
697,CH,STRBDGJ,User,66
698,CH,SUNDRTN,Passing Point,2639
699,CH,SUNDRTN,User,743
700,CH,TACKLEY,Passing Point,9
701,CH,TACKLEY,User,14
702,CH,TYSL,Passing Point,1284
703,CH,TYSL,User,30
704,CH,WARWICK,User,1268
705,CH,WARWPWY,User,1102
706,CH,WDNYMNR,User,104
707,CH,WEMBGCJ,Passing Point,330
708,CH,WEMBLSM,Passing Point,2654
709,CH,WEMBLSM,User,1742
710,CH,WENDOVR,Passing Point,88
711,CH,WENDOVR,User,1280
712,CH,WILMCOT,User,338
713,CH,WRUIGJN,Passing Point,2
714,CH,WRUISLP,Passing Point,3168
715,CH,WRUISLP,User,848
716,CH,WTFDSJN,Passing Point,1328
717,CH,WVCTJN,Passing Point,123
718,CS,ABHLJN,Passing Point,24
719,CS,ABINGTN,Passing Point,79
720,CS,ABRD222,Passing Point,25
721,CS,ABRD223,Passing Point,25
722,CS,ABRD229,Passing Point,25
723,CS,ABRD230,Passing Point,25
724,CS,ABRD55,Passing Point,25
725,CS,ABRD56,Passing Point,25
726,CS,ABRDFJN,Passing Point,50
727,CS,ACBG,Passing Point,76
728,CS,ACGJN,Passing Point,76
729,CS,ACHNGRY,Passing Point,118
730,CS,AIRBLES,Passing Point,72
731,CS,AIRDRIE,Passing Point,50
732,CS,ALEXNDP,Passing Point,24
733,CS,ALNMOTH,Passing Point,24
734,CS,AMNGTNJ,Passing Point,76
735,CS,ANSL,Passing Point,50
736,CS,APSLEY,Passing Point,20
737,CS,ARBROTH,User,50
738,CS,ARCHRAT,User,50
739,CS,ARDLUI,User,50
740,CS,ARLSEY,Passing Point,2
741,CS,ATHRSTN,Passing Point,20
742,CS,ATLBRJN,Passing Point,38
743,CS,AVIEMRE,User,50
744,CS,BALSHWL,Passing Point,76
745,CS,BBGHGL,Passing Point,38
746,CS,BEATCK,Passing Point,79
747,CS,BEATCKS,Passing Point,79
748,CS,BELFORD,Passing Point,24
749,CS,BENHARJ,Passing Point,26
750,CS,BERKHMD,Passing Point,20
751,CS,BIGLSWD,Passing Point,24
752,CS,BISLND,Passing Point,50
753,CS,BLAIRHL,Passing Point,14
754,CS,BLARATH,User,50
755,CS,BLFD,Passing Point,50
756,CS,BLGRVE,Passing Point,50
757,CS,BLTCHLY,Passing Point,76
758,CS,BONENDJ,Passing Point,76
759,CS,BOORCHY,User,50
760,CS,BRFRY,Passing Point,50
761,CS,BRINKLW,Passing Point,19
762,CS,BRKMNPK,Passing Point,2
763,CS,BRTLYJN,Passing Point,24
764,CS,BRWCKUT,Passing Point,24
765,CS,BTHGATE,Passing Point,50
